gene_name,ENSG_ID,n_hit_transcripts,n_hit_cell_types,max_abs_delta_usage,min_permutation_pval,best_proxy_type,ad_prior_category,ad_ot_score,ad_ot_label,has_structural_feat,domain_names,any_junior_pass
SKIC3,ENSG00000198677,1,1,0.2779661016949152,0.0186480186480186,N,none,0.0,novel,False,,False
PTBP1,ENSG00000011304,1,1,0.2779411764705882,0.0396270396270396,NMD,none,0.042,novel,False,,False
YARS1,ENSG00000134684,1,1,0.2777777777777778,0.0334,N,none,0.0,novel,False,,False
MAP4,ENSG00000047849,1,1,0.2774395941796823,0.0295,N,none,0.032,novel,False,,False
G3BP1,ENSG00000145907,1,1,0.2763157894736842,0.0186480186480186,NMD,none,0.0356,novel,False,,False
MYSM1,ENSG00000162601,1,1,0.272189349112426,0.0151,N,none,0.0,novel,False,,False
HPS4,ENSG00000100099,1,1,0.2702054794520548,0.0355,N,none,0.0,novel,False,,False
ALS2,ENSG00000003393,1,1,0.2686849185647683,0.029,N,none,0.0814,emerging,True,"DH, PH, VPS9",False
ZNF3,ENSG00000166526,1,1,0.2685863433526985,0.0057942057942057,N,none,0.0087,novel,False,,False
ACER3,ENSG00000078124,1,1,0.2678571428571428,0.0212121212121212,NMD,none,0.0537,emerging,False,,False
ARID1B,ENSG00000049618,1,1,0.2634920634920635,0.0476190476190476,N,none,0.2421,supported,True,ARID,False
ANKRD6,ENSG00000135299,1,1,0.2631578947368421,0.0101010101010101,N,none,0.0,novel,False,,False
CPNE4,ENSG00000196353,1,1,0.2618974868230081,0.0497502497502497,N,none,0.0043,novel,False,,False
TTC17,ENSG00000052841,1,1,0.26,0.0186480186480186,N,none,0.0,novel,False,,False
PCNT,ENSG00000160299,1,1,0.2594795539033457,0.0209,N,none,0.0,novel,False,,False
LAMA2,ENSG00000196569,1,1,0.2571428571428571,0.0119047619047619,N,none,0.0,novel,False,,False
NPM1,ENSG00000181163,1,1,0.2564102564102564,0.0357420357420357,N,none,0.0,novel,False,,False
KDM4B,ENSG00000127663,1,1,0.2524278676988036,0.0326340326340326,N,none,0.2615,supported,False,,False
P4HB,ENSG00000185624,1,1,0.251309369264515,0.049,NMD,none,0.0,novel,False,,False
SPATA20,ENSG00000006282,1,2,0.2509712509712509,0.0323232323232323,NMD,none,0.0482,novel,False,,False
LCOR,ENSG00000196233,1,1,0.25,0.0357142857142857,NMD,none,0.0,novel,False,,False
NAMPT,ENSG00000105835,1,1,0.2487669914591604,0.0428571428571428,N,none,0.0864,emerging,False,,False
TCERG1,ENSG00000113649,1,1,0.2464462809917355,0.0154845154845154,N,none,0.0,novel,False,,False
MAPT,ENSG00000186868,1,1,0.2427812427812427,0.0446,N,pathway,0.0,novel,False,,False
SLC35A3,ENSG00000117620,1,1,0.2424242424242424,0.0428571428571428,N,none,0.0,novel,False,,False
ERCC4,ENSG00000175595,1,1,0.2398427260812582,0.0411810411810411,N,none,0.0,novel,False,,False
FAS,ENSG00000026103,2,2,0.2361111111111111,0.0101010101010101,N,none,0.0734,emerging,False,,False
BTN2A1,ENSG00000112763,1,1,0.2333333333333333,0.0419580419580419,NMD,none,0.003,novel,False,,False
EFCAB14,ENSG00000159658,1,1,0.2324346722606377,0.0249,N,none,0.0036,novel,False,,False
CEP112,ENSG00000154240,1,1,0.2307692307692307,0.0263736263736263,NMD,none,0.0018,novel,False,,False
ATL1,ENSG00000198513,1,1,0.229279798146015,0.0188,N,none,0.0,novel,False,,False
CTTN,ENSG00000085733,1,1,0.2264722069345075,0.0378787878787878,N,none,0.0118,novel,False,,False
NUP58,ENSG00000139496,1,2,0.224012106944678,0.0423,N,none,0.0,novel,False,,False
DST,ENSG00000151914,1,1,0.2222222222222222,0.0432900432900432,N,none,0.0,novel,False,,False
YPEL4,ENSG00000166793,1,1,0.221938775510204,0.0353646353646353,N,none,0.0018,novel,False,,False
IARS1,ENSG00000196305,1,1,0.221830985915493,0.0265734265734265,NMD,none,0.0356,novel,False,,False
DCAF13,ENSG00000164934,1,1,0.2208015736415048,0.0101010101010101,N,none,0.0037,novel,False,,False
HNRNPA3,ENSG00000170144,1,1,0.2195121951219512,0.0054945054945054,N,none,0.0,novel,False,,False
TCTN1,ENSG00000204852,1,1,0.2181818181818181,0.0432900432900432,N,none,0.0,novel,False,,False
ARMC9,ENSG00000135931,2,1,0.2151898734177215,0.0239898989898989,NMD,none,0.0,novel,True,LisH,False
COPB2,ENSG00000184432,1,1,0.2134314462706342,0.0279720279720279,NMD,none,0.4629,supported,False,,False
NARF,ENSG00000141562,1,1,0.2132998216767997,0.0305694305694305,N,none,0.0,novel,False,,False
PACS1,ENSG00000175115,1,1,0.2132584712371947,0.0161616161616161,N,none,0.0186,novel,False,,False
HELB,ENSG00000127311,1,1,0.2121212121212121,0.0285714285714285,NMD,none,0.0,novel,False,,False
VLDLR,ENSG00000147852,1,1,0.2116724738675959,0.0236430236430236,N,none,0.0693,emerging,False,,False
ACAP3,ENSG00000131584,2,2,0.2099906266431952,0.0361,N,none,0.0074,novel,True,"PH, Arf-GAP",False
PUS7L,ENSG00000129317,1,1,0.2092007026789635,0.0414,N,none,0.0,novel,False,,False
FAM47E,ENSG00000189157,1,1,0.2085579514824798,0.0,N,none,0.0124,novel,False,,False
FARP1,ENSG00000152767,1,1,0.2077513755366105,0.0139652014652014,N,none,0.0,novel,False,,False
PGM3,ENSG00000013375,1,1,0.2054058264527185,0.0,N,none,0.0039,novel,False,,False
CAPZB,ENSG00000077549,1,1,0.2053256238587948,0.0441558441558441,N,none,0.0089,novel,False,,False
VEZT,ENSG00000028203,1,1,0.2045454545454545,0.0369852369852369,NMD,none,0.0,novel,False,,False
USP11,ENSG00000102226,1,1,0.2037503780623047,0.0186480186480186,N,none,0.0,novel,False,,False
CEP95,ENSG00000258890,1,1,0.2026854219948849,0.0106560106560106,NMD,none,0.0,novel,False,,False
CDK5RAP3,ENSG00000108465,1,1,0.2014679289437294,0.0279720279720279,N,none,0.0,novel,False,,False
TRMU,ENSG00000100416,1,1,0.2,0.0077700077700077,N,none,0.0,novel,False,,False
XPO1,ENSG00000082898,1,1,0.2,0.029040404040404,NMD,none,0.0,novel,False,,False
