transcript_name,gene_name,cell_type,isoform_role,usage_direction,tx_role_mane
CDK5RAP2-216,CDK5RAP2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
CDKL5-203,CDKL5,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript10016.chr19.nic,CELF5,Inhibitory_neuron,Minor,CT_enriched,Alternate
transcript8044.chr19.nic,CELF5,Inhibitory_neuron,Dominant,AD_enriched,Alternate
CEP112-227,CEP112,Inhibitory_neuron,Dominant,CT_enriched,Alternate
CEP112-223,CEP112,Inhibitory_neuron,Minor,AD_enriched,Alternate
CEP192-202,CEP192,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript152295.chr11.nnic,CEP57,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript220719.chr3.nic,CHCHD6,Inhibitory_neuron,Dominant,CT_enriched,Alternate
CHD1-211,CHD1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CHD1L-223,CHD1L,Inhibitory_neuron,Minor,AD_enriched,Alternate
CHD1L-202,CHD1L,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CHRNA7-201,CHRNA7,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CKAP2-201,CKAP2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CKAP5-210,CKAP5,Inhibitory_neuron,Minor,AD_enriched,Canonical
CKAP5-201,CKAP5,Inhibitory_neuron,Dominant,CT_enriched,Alternate
CKMT1A-202,CKMT1A,Inhibitory_neuron,Minor,AD_enriched,Canonical
CKMT1A-204,CKMT1A,Inhibitory_neuron,Dominant,CT_enriched,Alternate
CLDN12-203,CLDN12,Inhibitory_neuron,Minor,AD_enriched,Alternate
CLK4-209,CLK4,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript98598.chr4.nic,CLOCK,Inhibitory_neuron,Minor,AD_enriched,Alternate
CNKSR2-207,CNKSR2,Inhibitory_neuron,Minor,AD_enriched,Alternate
CNKSR2-226,CNKSR2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript48713.chr3.nnic,CNOT10,Inhibitory_neuron,Minor,AD_enriched,Alternate
CNOT4-204,CNOT4,Inhibitory_neuron,Dominant,AD_enriched,Alternate
CNOT8-204,CNOT8,Inhibitory_neuron,Minor,AD_enriched,Alternate
CNOT8-202,CNOT8,Inhibitory_neuron,Dominant,CT_enriched,Alternate
COPB2-217,COPB2,Inhibitory_neuron,Minor,AD_enriched,Alternate
COPG2-201,COPG2,Inhibitory_neuron,Minor,AD_enriched,Alternate
COPG2-202,COPG2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CRAT-218,CRAT,Inhibitory_neuron,Minor,CT_enriched,Alternate
CSGALNACT1-220,CSGALNACT1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript144674.chr11.nic,CTSC,Inhibitory_neuron,Dominant,CT_enriched,Alternate
CYB5D2-201,CYB5D2,Inhibitory_neuron,Minor,AD_enriched,Canonical
CYBC1-232,CYBC1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
CYTH2-203,CYTH2,Inhibitory_neuron,Minor,AD_enriched,Alternate
CYTH2-210,CYTH2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
DCAF11-204,DCAF11,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DCAF11-217,DCAF11,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript190185.chr4.nic,DCHS2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
DCLK1-202,DCLK1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DCLK1-201,DCLK1,Inhibitory_neuron,Minor,AD_enriched,Alternate
DCTN2-209,DCTN2,Inhibitory_neuron,Minor,AD_enriched,Canonical
DCUN1D4-202,DCUN1D4,Inhibitory_neuron,Dominant,CT_enriched,Alternate
DCUN1D4-201,DCUN1D4,Inhibitory_neuron,Minor,AD_enriched,Canonical
DDRGK1-202,DDRGK1,Inhibitory_neuron,Minor,AD_enriched,Alternate
DDRGK1-201,DDRGK1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DDX18-201,DDX18,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DDX18-205,DDX18,Inhibitory_neuron,Minor,AD_enriched,Alternate
DDX19A-209,DDX19A,Inhibitory_neuron,Minor,AD_enriched,Alternate
DDX19A-201,DDX19A,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DDX21-201,DDX21,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DDX54-202,DDX54,Inhibitory_neuron,Dominant,AD_enriched,Alternate
DDX54-201,DDX54,Inhibitory_neuron,Minor,CT_enriched,Canonical
transcript136383.chr8.nic,DECR1,Inhibitory_neuron,Minor,AD_enriched,Alternate
DGKB-203,DGKB,Inhibitory_neuron,Dominant,AD_enriched,Alternate
DGKB-202,DGKB,Inhibitory_neuron,Minor,CT_enriched,Canonical
DGKD-213,DGKD,Inhibitory_neuron,Minor,AD_enriched,Alternate
DGKD-201,DGKD,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DHX30-202,DHX30,Inhibitory_neuron,Minor,AD_enriched,Alternate
DIDO1-204,DIDO1,Inhibitory_neuron,Minor,CT_enriched,Alternate
DIMT1-201,DIMT1,Inhibitory_neuron,Minor,AD_enriched,Canonical
DLG5-207,DLG5,Inhibitory_neuron,Dominant,CT_enriched,Alternate
DLX6-AS1-206,DLX6-AS1,Inhibitory_neuron,Minor,AD_enriched,no_MANE_coverage
DMD-280,DMD,Inhibitory_neuron,Dominant,CT_enriched,Alternate
DMTF1-201,DMTF1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DNPEP-201,DNPEP,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DOCK11-204,DOCK11,Inhibitory_neuron,Minor,AD_enriched,Alternate
DOCK4-202,DOCK4,Inhibitory_neuron,Dominant,CT_enriched,Alternate
DPAGT1-242,DPAGT1,Inhibitory_neuron,Minor,AD_enriched,Alternate
DPF3-209,DPF3,Inhibitory_neuron,Dominant,CT_enriched,Canonical
DPH1-205,DPH1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
DPYSL3-201,DPYSL3,Inhibitory_neuron,Minor,AD_enriched,Canonical
DPYSL3-202,DPYSL3,Inhibitory_neuron,Dominant,CT_enriched,Alternate
DSCAM-203,DSCAM,Inhibitory_neuron,Dominant,CT_enriched,Alternate
DSCAM-201,DSCAM,Inhibitory_neuron,Minor,AD_enriched,Canonical
DTNA-225,DTNA,Inhibitory_neuron,Minor,AD_enriched,Alternate
DYM-201,DYM,Inhibitory_neuron,Minor,AD_enriched,Alternate
DYM-220,DYM,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ECE2-203,ECE2,Inhibitory_neuron,Minor,CT_enriched,Canonical
EDRF1-209,EDRF1,Inhibitory_neuron,Minor,AD_enriched,Alternate
EDRF1-201,EDRF1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
EGFR-212,EGFR,Inhibitory_neuron,Minor,AD_enriched,Alternate
EIF2A-201,EIF2A,Inhibitory_neuron,Minor,CT_enriched,Alternate
EIF2A-203,EIF2A,Inhibitory_neuron,Dominant,AD_enriched,Canonical
EIF4A2-203,EIF4A2,Inhibitory_neuron,Minor,AD_enriched,Alternate
EIF4A2-201,EIF4A2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ELMO2-201,ELMO2,Inhibitory_neuron,Minor,AD_enriched,Canonical
ELMO2-204,ELMO2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ENST00000697541,ENSG00000289731,Inhibitory_neuron,Dominant,CT_enriched,no_MANE_coverage
ENST00000381231,ENSG00000291060,Inhibitory_neuron,Dominant,CT_enriched,no_MANE_coverage
ENST00000522841,ENSG00000291073,Inhibitory_neuron,Dominant,CT_enriched,no_MANE_coverage
ENTPD6-203,ENTPD6,Inhibitory_neuron,Minor,AD_enriched,Canonical
EP400-204,EP400,Inhibitory_neuron,Dominant,CT_enriched,Canonical
EPB41L2-233,EPB41L2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
EPHA5-204,EPHA5,Inhibitory_neuron,Minor,AD_enriched,Alternate
EPHA7-215,EPHA7,Inhibitory_neuron,Dominant,AD_enriched,Alternate
ERBB4-204,ERBB4,Inhibitory_neuron,Minor,AD_enriched,Alternate
ERBB4-201,ERBB4,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ERCC6-221,ERCC6,Inhibitory_neuron,Minor,AD_enriched,Alternate
ERMP1-209,ERMP1,Inhibitory_neuron,Minor,AD_enriched,Alternate
ETV1-205,ETV1,Inhibitory_neuron,Minor,AD_enriched,Alternate
EXOSC2-227,EXOSC2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
FADS3-208,FADS3,Inhibitory_neuron,Minor,CT_enriched,Alternate
FAM120B-201,FAM120B,Inhibitory_neuron,Dominant,CT_enriched,Canonical
FAM153A-232,FAM153A,Inhibitory_neuron,Dominant,CT_enriched,Alternate
FAM222B-208,FAM222B,Inhibitory_neuron,Minor,AD_enriched,Canonical
FAM234A-203,FAM234A,Inhibitory_neuron,Dominant,CT_enriched,Canonical
FAN1-212,FAN1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
FANCM-204,FANCM,Inhibitory_neuron,Dominant,CT_enriched,Alternate
FANCM-220,FANCM,Inhibitory_neuron,Minor,AD_enriched,Alternate
FASTKD5-202,FASTKD5,Inhibitory_neuron,Minor,AD_enriched,Alternate
FASTKD5-201,FASTKD5,Inhibitory_neuron,Dominant,CT_enriched,Canonical
FBN1-208,FBN1,Inhibitory_neuron,Minor,AD_enriched,Alternate
FBXO42-201,FBXO42,Inhibitory_neuron,Dominant,AD_enriched,Canonical
FBXO42-204,FBXO42,Inhibitory_neuron,Minor,CT_enriched,Alternate
FBXW11-204,FBXW11,Inhibitory_neuron,Minor,AD_enriched,Canonical
FHIP2B-201,FHIP2B,Inhibitory_neuron,Dominant,CT_enriched,Canonical
FHIP2B-203,FHIP2B,Inhibitory_neuron,Minor,AD_enriched,Alternate
FIG4-207,FIG4,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript190556.chr9.nic,FKBP15,Inhibitory_neuron,Minor,AD_enriched,Alternate
FLAD1-201,FLAD1,Inhibitory_neuron,Minor,CT_enriched,Canonical
FOXO3-203,FOXO3,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript168434.chr10.nic,FRA10AC1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
FRA10AC1-201,FRA10AC1,Inhibitory_neuron,Minor,AD_enriched,Canonical
FRMD4A-203,FRMD4A,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript142153.chr1.nic,FUBP1,Inhibitory_neuron,Minor,AD_enriched,Alternate
FUT8-203,FUT8,Inhibitory_neuron,Dominant,CT_enriched,Alternate
FUT8-216,FUT8,Inhibitory_neuron,Minor,AD_enriched,Canonical
GABRB2-218,GABRB2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
GALNT16-202,GALNT16,Inhibitory_neuron,Minor,AD_enriched,Canonical
GBF1-280,GBF1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
GCC2-218,GCC2,Inhibitory_neuron,Minor,AD_enriched,Alternate
GGCX-201,GGCX,Inhibitory_neuron,Dominant,CT_enriched,Canonical
GIT2-204,GIT2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript14161.chr7.nnic,GLCCI1,Inhibitory_neuron,Minor,AD_enriched,Alternate
GMEB1-203,GMEB1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
GMEB1-201,GMEB1,Inhibitory_neuron,Minor,AD_enriched,Alternate
GNB1-201,GNB1,Inhibitory_neuron,Dominant,AD_enriched,Canonical
GNL3L-202,GNL3L,Inhibitory_neuron,Minor,AD_enriched,Canonical
GPR161-202,GPR161,Inhibitory_neuron,Dominant,CT_enriched,Alternate
GPR176-201,GPR176,Inhibitory_neuron,Minor,AD_enriched,Alternate
GPR176-205,GPR176,Inhibitory_neuron,Dominant,CT_enriched,Canonical
GPR61-205,GPR61,Inhibitory_neuron,Dominant,AD_enriched,Alternate
GPR61-204,GPR61,Inhibitory_neuron,Minor,CT_enriched,Canonical
GPR85-202,GPR85,Inhibitory_neuron,Minor,AD_enriched,Canonical
GPR89A-201,GPR89A,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript221106.chr1.nic,GPR89A,Inhibitory_neuron,Dominant,CT_enriched,Alternate
GPRASP1-201,GPRASP1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
GRAMD1B-202,GRAMD1B,Inhibitory_neuron,Dominant,CT_enriched,Alternate
GSS-228,GSS,Inhibitory_neuron,Dominant,AD_enriched,Canonical
GTF3C3-212,GTF3C3,Inhibitory_neuron,Minor,AD_enriched,Alternate
GTF3C3-201,GTF3C3,Inhibitory_neuron,Dominant,CT_enriched,Canonical
GTF3C5-202,GTF3C5,Inhibitory_neuron,Minor,AD_enriched,Canonical
GVQW3-209,GVQW3,Inhibitory_neuron,Dominant,CT_enriched,Alternate
GVQW3-202,GVQW3,Inhibitory_neuron,Minor,AD_enriched,Canonical
HACE1-201,HACE1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
HAUS5-206,HAUS5,Inhibitory_neuron,Dominant,AD_enriched,Alternate
HDAC5-213,HDAC5,Inhibitory_neuron,Minor,AD_enriched,Canonical
HDAC6-236,HDAC6,Inhibitory_neuron,Minor,AD_enriched,Alternate
HDGFL2-210,HDGFL2,Inhibitory_neuron,Minor,CT_enriched,Alternate
HECTD4-213,HECTD4,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript47646.chr7.nic,HERPUD2,Inhibitory_neuron,Minor,CT_enriched,Alternate
HGF-211,HGF,Inhibitory_neuron,Minor,AD_enriched,Alternate
HGF-201,HGF,Inhibitory_neuron,Dominant,CT_enriched,Canonical
HLA-A-209,HLA-A,Inhibitory_neuron,Minor,AD_enriched,Alternate
HLA-L-213,HLA-L,Inhibitory_neuron,Dominant,AD_enriched,no_MANE_coverage
HLA-L-223,HLA-L,Inhibitory_neuron,Minor,CT_enriched,no_MANE_coverage
HLCS-208,HLCS,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript115576.chr15.nnic,HMG20A,Inhibitory_neuron,Minor,CT_enriched,Alternate
HNRNPH1-206,HNRNPH1,Inhibitory_neuron,Minor,AD_enriched,Alternate
HOOK2-201,HOOK2,Inhibitory_neuron,Minor,AD_enriched,Alternate
HPS1-245,HPS1,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript160544.chr9.nic,IARS1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ICA1L-201,ICA1L,Inhibitory_neuron,Dominant,CT_enriched,Canonical
IFNAR2-202,IFNAR2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
INSR-201,INSR,Inhibitory_neuron,Minor,CT_enriched,Canonical
INTU-201,INTU,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ITCH-202,ITCH,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ITCH-203,ITCH,Inhibitory_neuron,Minor,AD_enriched,Alternate
JARID2-201,JARID2,Inhibitory_neuron,Minor,CT_enriched,Canonical
KALRN-201,KALRN,Inhibitory_neuron,Minor,CT_enriched,Alternate
KARS1-201,KARS1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
KAT14-212,KAT14,Inhibitory_neuron,Minor,CT_enriched,Alternate
KCNH2-203,KCNH2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
KIAA0513-206,KIAA0513,Inhibitory_neuron,Dominant,CT_enriched,Canonical
KIAA1191-212,KIAA1191,Inhibitory_neuron,Minor,AD_enriched,Alternate
KIAA1328-212,KIAA1328,Inhibitory_neuron,Minor,CT_enriched,Alternate
KIAA1328-201,KIAA1328,Inhibitory_neuron,Dominant,AD_enriched,Canonical
transcript5372.chr9.nic,KIAA2026,Inhibitory_neuron,Minor,CT_enriched,Alternate
KIF1B-214,KIF1B,Inhibitory_neuron,Dominant,CT_enriched,Canonical
KIT-223,KIT,Inhibitory_neuron,Minor,AD_enriched,Alternate
KMT2C-247,KMT2C,Inhibitory_neuron,Minor,AD_enriched,Alternate
LAMA3-215,LAMA3,Inhibitory_neuron,Dominant,CT_enriched,Alternate
LARP1B-201,LARP1B,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript36368.chr2.nnic,LCLAT1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
LGI1-202,LGI1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
LGI1-206,LGI1,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript189660.chr7.nnic,LINC-PINT,Inhibitory_neuron,Minor,AD_enriched,no_MANE_coverage
transcript164493.chr3.nnic,LINC00882,Inhibitory_neuron,Minor,AD_enriched,no_MANE_coverage
LINC02981-213,LINC02981,Inhibitory_neuron,Minor,AD_enriched,no_MANE_coverage
LMO7-207,LMO7,Inhibitory_neuron,Dominant,AD_enriched,Alternate
LRCH1-204,LRCH1,Inhibitory_neuron,Minor,AD_enriched,Alternate
LRP8-201,LRP8,Inhibitory_neuron,Dominant,CT_enriched,Canonical
LRP8-236,LRP8,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript140592.chr17.nic,LRRC45,Inhibitory_neuron,Dominant,CT_enriched,Alternate
LRRC4C-201,LRRC4C,Inhibitory_neuron,Dominant,AD_enriched,Alternate
LRRCC1-203,LRRCC1,Inhibitory_neuron,Minor,AD_enriched,Alternate
LRRN2-201,LRRN2,Inhibitory_neuron,Minor,AD_enriched,Alternate
LRRN2-203,LRRN2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
LRSAM1-204,LRSAM1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript43561.chr7.nnic,LSM5,Inhibitory_neuron,Minor,AD_enriched,Alternate
LYPD6-203,LYPD6,Inhibitory_neuron,Minor,AD_enriched,Alternate
MAGI2-AS3-245,MAGI2-AS3,Inhibitory_neuron,Minor,AD_enriched,no_MANE_coverage
MAN1B1-239,MAN1B1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
MAP3K4-202,MAP3K4,Inhibitory_neuron,Minor,AD_enriched,Alternate
MAP4K5-208,MAP4K5,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript197227.chr4.nnic,MARCHF1,Inhibitory_neuron,Dominant,AD_enriched,Alternate
MARCHF1-201,MARCHF1,Inhibitory_neuron,Minor,CT_enriched,Alternate
MATCAP1-203,MATCAP1,Inhibitory_neuron,Minor,AD_enriched,Alternate
MATK-201,MATK,Inhibitory_neuron,Minor,AD_enriched,Canonical
MATK-202,MATK,Inhibitory_neuron,Dominant,CT_enriched,Alternate
MCC-202,MCC,Inhibitory_neuron,Minor,AD_enriched,Canonical
MED23-205,MED23,Inhibitory_neuron,Dominant,CT_enriched,Canonical
METTL9-201,METTL9,Inhibitory_neuron,Dominant,CT_enriched,Canonical
MFN2-201,MFN2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
MIGA2-214,MIGA2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
MINAR1-202,MINAR1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
MINAR1-201,MINAR1,Inhibitory_neuron,Minor,AD_enriched,Canonical
MIPOL1-216,MIPOL1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
MIR100HG-201,MIR100HG,Inhibitory_neuron,Dominant,CT_enriched,no_MANE_coverage
MLST8-232,MLST8,Inhibitory_neuron,Dominant,CT_enriched,Canonical
MOGS-205,MOGS,Inhibitory_neuron,Minor,AD_enriched,Alternate
MRM2-201,MRM2,Inhibitory_neuron,Minor,AD_enriched,Canonical
MROH1-203,MROH1,Inhibitory_neuron,Minor,AD_enriched,Alternate
MRPL28-201,MRPL28,Inhibitory_neuron,Minor,AD_enriched,Canonical
MRPL28-209,MRPL28,Inhibitory_neuron,Dominant,CT_enriched,Alternate
MRPL49-201,MRPL49,Inhibitory_neuron,Dominant,AD_enriched,Canonical
transcript78802.chr11.nic,MRPL49,Inhibitory_neuron,Minor,CT_enriched,Alternate
MRPS25-207,MRPS25,Inhibitory_neuron,Dominant,CT_enriched,Alternate
MRPS5-201,MRPS5,Inhibitory_neuron,Dominant,CT_enriched,Canonical
MRPS5-207,MRPS5,Inhibitory_neuron,Minor,AD_enriched,Alternate
MTHFD1-211,MTHFD1,Inhibitory_neuron,Minor,CT_enriched,Alternate
MTMR14-203,MTMR14,Inhibitory_neuron,Minor,AD_enriched,Alternate
MTR-205,MTR,Inhibitory_neuron,Minor,AD_enriched,Alternate
MYD88-212,MYD88,Inhibitory_neuron,Minor,CT_enriched,Alternate
MZF1-201,MZF1,Inhibitory_neuron,Minor,AD_enriched,Canonical
NAA60-229,NAA60,Inhibitory_neuron,Dominant,CT_enriched,Alternate
NAA60-202,NAA60,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript26823.chr11.nnic,NAV2,Inhibitory_neuron,Minor,CT_enriched,Alternate
NCLN-208,NCLN,Inhibitory_neuron,Minor,AD_enriched,Alternate
NCLN-201,NCLN,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript184301.chr8.nic,NDRG1,Inhibitory_neuron,Minor,AD_enriched,Alternate
NDRG1-201,NDRG1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript100761.chr11.nic,NDUFS8,Inhibitory_neuron,Dominant,CT_enriched,Alternate
NEBL-222,NEBL,Inhibitory_neuron,Minor,AD_enriched,Alternate
NEBL-203,NEBL,Inhibitory_neuron,Dominant,CT_enriched,Alternate
NEPRO-201,NEPRO,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript71270.chr18.nnic,NETO1,Inhibitory_neuron,Minor,AD_enriched,Alternate
NETO1-201,NETO1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
NF1-229,NF1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
NHLRC3-201,NHLRC3,Inhibitory_neuron,Dominant,CT_enriched,Alternate
NINL-201,NINL,Inhibitory_neuron,Dominant,AD_enriched,Canonical
NISCH-202,NISCH,Inhibitory_neuron,Minor,AD_enriched,Alternate
NISCH-212,NISCH,Inhibitory_neuron,Dominant,CT_enriched,Alternate
NLGN4X-203,NLGN4X,Inhibitory_neuron,Dominant,CT_enriched,Alternate
NLGN4X-204,NLGN4X,Inhibitory_neuron,Minor,AD_enriched,Canonical
NONO-230,NONO,Inhibitory_neuron,Minor,CT_enriched,Alternate
transcript249261.chr1.nic,NOS1AP,Inhibitory_neuron,Minor,CT_enriched,Alternate
NOVA1-206,NOVA1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript151351.chr4.nic,NPNT,Inhibitory_neuron,Minor,AD_enriched,Alternate
NPNT-202,NPNT,Inhibitory_neuron,Dominant,CT_enriched,Canonical
NREP-201,NREP,Inhibitory_neuron,Dominant,AD_enriched,Canonical
NUMB-211,NUMB,Inhibitory_neuron,Dominant,CT_enriched,Alternate
NUP214-232,NUP214,Inhibitory_neuron,Dominant,CT_enriched,Alternate
NUP58-209,NUP58,Inhibitory_neuron,Minor,AD_enriched,Alternate
NUP98-231,NUP98,Inhibitory_neuron,Minor,AD_enriched,Alternate
OBSCN-201,OBSCN,Inhibitory_neuron,Dominant,CT_enriched,Alternate
OFD1-201,OFD1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
OFD1-210,OFD1,Inhibitory_neuron,Minor,AD_enriched,Alternate
OGFOD3-201,OGFOD3,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ORC3-202,ORC3,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ORC3-201,ORC3,Inhibitory_neuron,Minor,AD_enriched,Alternate
PACS1-205,PACS1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
PACS1-201,PACS1,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript124956.chr14.nic,PACS2,Inhibitory_neuron,Minor,CT_enriched,Alternate
PAFAH1B1-202,PAFAH1B1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PAK3-206,PAK3,Inhibitory_neuron,Dominant,CT_enriched,Alternate
PAK3-203,PAK3,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript15286.chr20.nnic,PAK5,Inhibitory_neuron,Minor,CT_enriched,Alternate
PALS1-209,PALS1,Inhibitory_neuron,Minor,AD_enriched,Alternate
PALS1-208,PALS1,Inhibitory_neuron,Minor,AD_enriched,Alternate
PAQR8-202,PAQR8,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PAX8-AS1-213,PAX8-AS1,Inhibitory_neuron,Dominant,CT_enriched,no_MANE_coverage
PAX8-AS1-211,PAX8-AS1,Inhibitory_neuron,Minor,AD_enriched,no_MANE_coverage
PAXBP1-202,PAXBP1,Inhibitory_neuron,Minor,CT_enriched,Canonical
PCDHGC3-201,PCDHGC3,Inhibitory_neuron,Minor,CT_enriched,Canonical
PCDHGC3-202,PCDHGC3,Inhibitory_neuron,Dominant,AD_enriched,Alternate
PDCD6-201,PDCD6,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PDCD6-209,PDCD6,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript14612.chr1.nic,PER3,Inhibitory_neuron,Dominant,CT_enriched,Alternate
PEX10-202,PEX10,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PEX10-201,PEX10,Inhibitory_neuron,Minor,AD_enriched,Alternate
PGM3-248,PGM3,Inhibitory_neuron,Minor,AD_enriched,Alternate
PHF12-205,PHF12,Inhibitory_neuron,Dominant,CT_enriched,Alternate
PHF12-202,PHF12,Inhibitory_neuron,Minor,AD_enriched,Canonical
PHF8-202,PHF8,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PHLDB2-207,PHLDB2,Inhibitory_neuron,Minor,CT_enriched,Alternate
PIK3CA-201,PIK3CA,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PLCB4-214,PLCB4,Inhibitory_neuron,Minor,AD_enriched,Alternate
PLEC-210,PLEC,Inhibitory_neuron,Minor,AD_enriched,Alternate
PPARGC1A-201,PPARGC1A,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PPARGC1A-204,PPARGC1A,Inhibitory_neuron,Minor,AD_enriched,Alternate
PPFIA1-222,PPFIA1,Inhibitory_neuron,Minor,AD_enriched,Alternate
PPIP5K1-208,PPIP5K1,Inhibitory_neuron,Minor,AD_enriched,Canonical
PPM1K-209,PPM1K,Inhibitory_neuron,Dominant,CT_enriched,Alternate
PPP1R10-201,PPP1R10,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript39631.chr6.nic,PPP1R10,Inhibitory_neuron,Dominant,CT_enriched,Alternate
PRKAR2B-201,PRKAR2B,Inhibitory_neuron,Minor,AD_enriched,Canonical
PRKD1-202,PRKD1,Inhibitory_neuron,Minor,AD_enriched,Alternate
PRKD1-201,PRKD1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PRKN-211,PRKN,Inhibitory_neuron,Minor,AD_enriched,Alternate
PRKRIP1-208,PRKRIP1,Inhibitory_neuron,Minor,AD_enriched,Alternate
PRKRIP1-201,PRKRIP1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PRUNE2-202,PRUNE2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
PSKH1-201,PSKH1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
PSKH1-202,PSKH1,Inhibitory_neuron,Minor,AD_enriched,Alternate
PSMD1-215,PSMD1,Inhibitory_neuron,Minor,AD_enriched,Alternate
PTBP1-221,PTBP1,Inhibitory_neuron,Minor,AD_enriched,Alternate
PTBP3-205,PTBP3,Inhibitory_neuron,Dominant,AD_enriched,Canonical
transcript14640.chr18.nic,PTPRM,Inhibitory_neuron,Dominant,CT_enriched,Alternate
PTPRM-205,PTPRM,Inhibitory_neuron,Minor,AD_enriched,Alternate
