cell_type,transcript_name,gene_name,AD,Control,chi_pval,chi_padj,chi_significant,delta_usage,usage_direction,permutation_pval,permutation_significant,n_valid_permutations,total_counts_AD,total_counts_CT,mean_CPM_AD,mean_CPM_CT,log2FC,isoform_role,gene_log2FC,gene_padj,dge_class,scenario_code,scenario_name,priority,dge_source
Oligodendrocyte,STAU1-203,STAU1,0.6271186440677966,0.1458333333333333,1.7625176162456018e-20,2.0726314753065368e-19,True,0.4812853107344633,AD_enriched,0.0433566433566433,True,715.0,111,7,53.3855,2.4267,3.9883,Minor,0.0198102871595266,0.970357270184743,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,STPG1-201,STPG1,0.0657894736842105,0.6136363636363636,9.842150838786116e-20,1.070650834804719e-18,True,-0.5478468899521531,CT_enriched,0.0238095238095238,True,126.0,10,54,2.1669,19.2033,-2.6735,Dominant,0.00010050112996,0.999771710697274,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,STXBP1-201,STXBP1,0.4848484848484848,0.7837837837837838,6.857809139517854e-06,2.003429147991222e-05,True,-0.2989352989352989,CT_enriched,0.0216450216450216,True,924.0,48,58,28.2071,52.7441,-0.8798,Dominant,-0.057443469084253,0.967962110526861,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,SUCLG2-201,SUCLG2,0.9516129032258064,0.4222222222222222,4.589958371169568e-09,1.9382142394620583e-08,True,0.5293906810035842,AD_enriched,0.0216450216450216,True,462.0,59,19,11.5497,8.6261,0.3826,Minor,0.318204269654241,0.602009801075986,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,transcript114796.chr3.nnic,SUCLG2,0.0483870967741935,0.5777777777777777,4.589958371169568e-09,1.9382142394620583e-08,True,-0.5293906810035842,CT_enriched,0.0216450216450216,True,462.0,3,26,0.1964,7.7183,-2.8653,Dominant,0.318204269654241,0.602009801075986,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,SUGP2-214,SUGP2,0.082995951417004,0.3625730994152046,2.7040801831450487e-19,2.841731323689763e-18,True,-0.2795771479982006,CT_enriched,0.035,True,10000.0,41,62,22.9436,57.2092,-1.2816,Minor,0.191794706077991,0.642681283201421,flat,MIEr,Minor Isoform Erosion,,SR
Oligodendrocyte,transcript41441.chr17.nic,SUPT6H,0.1560283687943262,0.6699029126213593,2.082946873897252e-22,2.7882675012255724e-21,True,-0.5138745438270331,CT_enriched,0.0247252747252747,True,1820.0,44,69,37.7539,67.1516,-0.8144,Dominant,0.334641184698426,0.472125040594503,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,SYNJ2-201,SYNJ2,0.7272727272727273,0.9724770642201837,2.0182909826989003e-06,6.358732612412697e-06,True,-0.2452043369474563,CT_enriched,0.0121212121212121,True,330.0,88,106,19.2405,47.2385,-1.2529,Dominant,0.0637840494652949,0.919216660090732,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,SYNRG-217,SYNRG,0.926829268292683,0.6439393939393939,6.844818038302141e-12,3.7581772798952056e-11,True,0.282889874353289,AD_enriched,0.0376290376290376,True,3003.0,228,85,93.491,27.4721,1.7306,Dominant,0.0936540627822466,0.843487208900755,flat,DIR,Dominant Isoform Redistribution,,SR
Oligodendrocyte,transcript35572.chr1.nnic,SZRD1,0.2115384615384615,0.0,6.176063645074996e-07,2.065357496859133e-06,True,0.2115384615384615,AD_enriched,0.0277777777777777,True,252.0,11,0,6.5994,0.0,2.9259,Minor,-0.21455630388302,0.738316297949252,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TAF5-205,TAF5,0.8292682926829268,0.3170731707317073,8.455756239306909e-06,2.4441187138506906e-05,True,0.5121951219512195,AD_enriched,0.0476190476190476,True,126.0,34,13,7.6376,3.8808,0.8235,Minor,0.211667434128721,0.790298646067299,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TANGO2-210,TANGO2,0.5833333333333334,0.0303030303030303,2.788851077582072e-07,9.696267406713115e-07,True,0.5530303030303031,AD_enriched,0.0476190476190476,True,126.0,28,1,10.6248,0.2995,3.1612,Minor,-0.0763913303964739,0.89684336595497,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TARS2-213,TARS2,0.3571428571428571,0.0350877192982456,2.2246173530793265e-07,7.804643206233739e-07,True,0.3220551378446115,AD_enriched,0.0202020202020202,True,792.0,15,4,7.4386,1.5282,1.7389,Minor,0.0950164697448024,0.883614861281834,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TARS2-204,TARS2,0.6428571428571429,0.9649122807017544,2.2246173530793265e-07,7.804643206233739e-07,True,-0.3220551378446115,CT_enriched,0.0202020202020202,True,792.0,27,110,8.8057,36.6503,-1.941,Dominant,0.0950164697448024,0.883614861281834,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TBC1D14-208,TBC1D14,0.2619047619047619,0.0331125827814569,2.088993102359806e-40,9.154125434397451e-39,True,0.228792179123305,AD_enriched,0.0424242424242424,True,330.0,44,5,4.8046,1.4831,1.2251,Minor,0.241294337873068,0.632941609792384,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,transcript16738.chr4.nnic,TBC1D14,0.3273809523809524,0.0066225165562913,2.088993102359806e-40,9.154125434397451e-39,True,0.320758435824661,AD_enriched,0.0333333333333333,True,330.0,55,1,3.6016,0.2923,1.8322,Minor,0.241294337873068,0.632941609792384,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TBCEL-202,TBCEL,0.0105263157894736,0.717391304347826,2.2607655477875305e-33,6.250747600876833e-32,True,-0.7068649885583524,CT_enriched,0.0064935064935064,True,462.0,2,33,0.6663,46.127,-4.8219,Dominant,0.0824729800286715,0.924315775893111,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TBL3-206,TBL3,0.4084507042253521,0.0,2.331319882780839e-16,1.947658427251259e-15,True,0.4084507042253521,AD_enriched,0.0125874125874125,True,715.0,58,0,21.7477,0.0,4.5077,Minor,-0.0859432175136841,0.961239469169496,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TBL3-205,TBL3,0.5704225352112676,1.0,2.331319882780839e-16,1.947658427251259e-15,True,-0.4295774647887324,CT_enriched,0.0125874125874125,True,715.0,81,130,60.8938,46.1481,0.3926,Dominant,-0.0859432175136841,0.961239469169496,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TCERG1-202,TCERG1,0.2190082644628099,0.552,2.5898466697623144e-11,1.3608413779463743e-10,True,-0.3329917355371901,CT_enriched,0.0169830169830169,True,8008.0,53,69,31.2322,51.6432,-0.7077,Dominant,0.285073232010382,0.575239571849154,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TCERG1-207,TCERG1,0.3264462809917355,0.08,2.5898466697623144e-11,1.3608413779463743e-10,True,0.2464462809917355,AD_enriched,0.0154845154845154,True,8008.0,79,10,34.5006,9.2225,1.7961,Minor,0.285073232010382,0.575239571849154,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TERF1-201,TERF1,0.1290322580645161,0.3824884792626728,1.291789273585524e-12,7.547624120509132e-12,True,-0.2534562211981567,CT_enriched,0.0119,True,10000.0,52,83,7.4915,68.0936,-3.0245,Dominant,-0.018424998297234,0.970430147587411,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TGOLN2-202,TGOLN2,0.3145336225596529,0.1098484848484848,1.665044657918452e-09,7.3309312189869284e-09,True,0.204685137711168,AD_enriched,0.029,True,10000.0,145,29,40.9985,15.3185,1.3638,Minor,-0.315196350587725,0.659203327374524,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TGOLN2-201,TGOLN2,0.6529284164859002,0.8674242424242424,1.665044657918452e-09,7.3309312189869284e-09,True,-0.2144958259383422,CT_enriched,0.0338,True,10000.0,301,229,116.8248,103.7915,0.1691,Dominant,-0.315196350587725,0.659203327374524,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,THOC2-220,THOC2,0.0416666666666666,0.5,9.187803999403704e-08,3.373703523891716e-07,True,-0.4583333333333333,CT_enriched,0.0357142857142857,True,56.0,2,28,0.131,8.5266,-3.0744,Dominant,0.284799955043655,0.366233789515442,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TIAM1-207,TIAM1,0.0,0.5196078431372549,1.4024012537116708e-36,4.825299128511638e-35,True,-0.5196078431372549,CT_enriched,0.0072,True,10000.0,0,53,0.0,18.2265,-4.265,Dominant,0.259567491412955,0.7621829662904,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TIGD6-201,TIGD6,0.6129032258064516,0.94,9.653622056936888e-07,3.1667425462197628e-06,True,-0.3270967741935483,CT_enriched,0.004040404040404,True,495.0,38,94,11.0851,35.2366,-1.5842,Dominant,-0.459308950095854,0.508115219758601,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TIGD6-202,TIGD6,0.3387096774193548,0.06,9.653622056936888e-07,3.1667425462197628e-06,True,0.2787096774193548,AD_enriched,0.0282828282828282,True,495.0,21,6,9.8611,1.8029,1.9542,Minor,-0.459308950095854,0.508115219758601,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,transcript149227.chr9.nic,TLE4,0.3486590038314176,0.0,3.00252001223863e-24,4.664449985568039e-23,True,0.3486590038314176,AD_enriched,0.0441919191919191,True,792.0,91,0,5.959,0.0,2.7989,Minor,-0.307711488932788,0.436729960745558,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TMC6-229,TMC6,0.2915851272015655,0.0627137970353477,1.1186367149562196e-41,5.144621327694694e-40,True,0.2288713301662178,AD_enriched,0.021,True,10000.0,298,55,132.6296,21.1235,2.5946,Minor,-0.185130170406059,0.647233159089295,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TMCC1-203,TMCC1,0.238095238095238,0.9195402298850576,1.6257785721605717e-21,2.0689702651194123e-20,True,-0.6814449917898195,CT_enriched,0.0209790209790209,True,715.0,30,80,7.8214,25.8661,-1.6067,Dominant,0.129457812990469,0.781501093131041,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TMCC1-201,TMCC1,0.746031746031746,0.0804597701149425,1.6257785721605717e-21,2.0689702651194123e-20,True,0.6655719759168035,AD_enriched,0.0209790209790209,True,715.0,94,7,39.663,7.2446,2.3022,Minor,0.129457812990469,0.781501093131041,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TMEM127-201,TMEM127,0.921875,0.6590909090909091,0.0013633033071354,0.0028902527894314,True,0.2627840909090909,AD_enriched,0.0,True,10.0,59,29,4.6277,244.6664,-5.448,Dominant,-0.106614986608733,0.871786478707613,flat,DIR,Dominant Isoform Redistribution,,SR
Oligodendrocyte,TMEM127-202,TMEM127,0.078125,0.3409090909090909,0.0013633033071354,0.0028902527894314,True,-0.2627840909090909,CT_enriched,0.0,True,10.0,5,15,0.4038,5.6477,-2.2435,Minor,-0.106614986608733,0.871786478707613,flat,MIEr,Minor Isoform Erosion,,SR
Oligodendrocyte,transcript212767.chr6.nic,TMEM181,0.6235294117647059,0.2711864406779661,4.0926310443614855e-16,3.340996696143955e-15,True,0.3523429710867398,AD_enriched,0.0285714285714285,True,35.0,106,16,18.7622,13.2992,0.4668,Minor,-0.173087989383539,0.730108410186009,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TMEM181-202,TMEM181,0.1529411764705882,0.6610169491525424,4.0926310443614855e-16,3.340996696143955e-15,True,-0.5080757726819543,CT_enriched,0.0285714285714285,True,35.0,26,39,2.3903,11.8329,-1.9204,Dominant,-0.173087989383539,0.730108410186009,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,transcript190990.chr11.nic,TMEM218,0.4571428571428571,0.0307692307692307,4.9271371058774724e-08,1.8744104714824617e-07,True,0.4263736263736263,AD_enriched,0.0476190476190476,True,126.0,16,2,3.5742,0.7641,1.3746,Minor,-0.16794082442986,0.815717493254807,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,transcript191742.chr11.nic,TMEM218,0.4,0.9384615384615383,4.9271371058774724e-08,1.8744104714824617e-07,True,-0.5384615384615383,CT_enriched,0.0396825396825396,True,126.0,14,61,6.5404,52.5589,-2.8284,Dominant,-0.16794082442986,0.815717493254807,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TMEM255A-203,TMEM255A,0.9854014598540146,0.6333333333333333,5.424229097487964e-10,2.507019319187225e-09,True,0.3520681265206813,AD_enriched,0.0285714285714285,True,35.0,135,19,58.5601,5.7843,3.1341,Dominant,-0.017693771390883,0.996772927243133,flat,DIR,Dominant Isoform Redistribution,,SR
Oligodendrocyte,TNIK-201,TNIK,0.4757281553398058,0.0,1.8392960985252745e-08,7.333502470085754e-08,True,0.4757281553398058,AD_enriched,0.0325,True,10000.0,49,0,87.4037,0.0,6.466,Minor,0.0632322914271431,0.954228066401174,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TNIK-204,TNIK,0.4854368932038835,0.96,1.8392960985252745e-08,7.333502470085754e-08,True,-0.4745631067961164,CT_enriched,0.0383,True,10000.0,50,48,36.5237,44.9131,-0.2911,Dominant,0.0632322914271431,0.954228066401174,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TNPO1-204,TNPO1,0.3830155979202773,0.7063953488372093,1.853879084802009e-20,2.169085226424517e-19,True,-0.323379750916932,CT_enriched,0.0432012432012432,True,6435.0,221,243,27.5059,86.5733,-1.6192,Dominant,0.0397273540682827,0.953655252397412,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TOM1L2-202,TOM1L2,0.9833333333333332,0.2051282051282051,5.479851594557562e-15,4.0021872101760816e-14,True,0.7782051282051281,AD_enriched,0.0,True,495.0,59,8,34.1437,14.8826,1.1458,Minor,-0.0626925151107196,0.919216660090732,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,transcript58754.chr20.nic,TOMM34,0.1690140845070422,0.6470588235294118,5.312518322021046e-07,1.7881628699846205e-06,True,-0.4780447390223696,CT_enriched,0.0062160062160062,True,1287.0,12,22,1.3591,16.284,-2.8731,Dominant,-0.0060244091121705,0.997292608953302,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,transcript160367.chr3.nic,TOMM70,0.0,0.2641509433962264,5.067938389212427e-11,2.601168377667593e-10,True,-0.2641509433962264,CT_enriched,0.0343434343434343,True,495.0,0,28,0.0,8.5091,-3.2493,Minor,-0.149032037310104,0.782063048538774,flat,MIEr,Minor Isoform Erosion,,SR
Oligodendrocyte,TOP2B-212,TOP2B,0.1004784688995215,0.4285714285714285,1.1695619242752112e-14,8.306750975930209e-14,True,-0.328092959671907,CT_enriched,0.0279720279720279,True,2002.0,21,27,7.1822,8.2154,-0.1716,Dominant,0.0139875144115009,0.984136439095584,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TRAK1-206,TRAK1,0.7028985507246377,0.1666666666666666,4.545436420497721e-12,2.537686559280278e-11,True,0.5362318840579711,AD_enriched,0.0475,True,10000.0,97,6,22.1999,5.4453,1.8478,Minor,-0.0958990412866446,0.888946814436077,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,TRAPPC9-201,TRAPPC9,0.7536842105263157,0.9839357429718876,3.002708738330959e-14,2.0302157335585605e-13,True,-0.2302515324455718,CT_enriched,0.0404,True,10000.0,358,245,196.3343,179.2819,0.1304,Dominant,0.168160385189877,0.837391353391222,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TRHDE-AS1-218,TRHDE-AS1,0.018018018018018,0.3466666666666667,5.3445182215393224e-14,3.5617341662912697e-13,True,-0.3286486486486487,CT_enriched,0.0492424242424242,True,792.0,4,26,0.606,7.751,-2.446,Dominant,-0.2855285624808,0.920850768466897,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,transcript219031.chr2.nnic,TSGA10,0.0,0.2957746478873239,6.607124968742202e-29,1.3700935482056931e-27,True,-0.2957746478873239,CT_enriched,0.0067,True,10000.0,0,21,0.0,6.1378,-2.8355,Minor,-0.0953303113980188,0.920247309561405,flat,MIEr,Minor Isoform Erosion,,SR
Oligodendrocyte,TSGA10-207,TSGA10,0.9153846153846154,0.4929577464788732,6.607124968742202e-29,1.3700935482056931e-27,True,0.4224268689057421,AD_enriched,0.0146,True,10000.0,238,35,94.4491,32.6052,1.506,Dominant,-0.0953303113980188,0.920247309561405,flat,DIR,Dominant Isoform Redistribution,,SR
Oligodendrocyte,TTC19-202,TTC19,0.1224489795918367,0.3461538461538461,0.0020949129851867,0.0043306056146828,True,-0.2237048665620093,CT_enriched,0.029040404040404,True,792.0,12,18,1.6724,9.0952,-1.9175,Dominant,-0.0610669807172972,0.89078452715029,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TTC21B-214,TTC21B,0.0,0.3265306122448979,2.4905923442501125e-15,1.878052181662625e-14,True,-0.3265306122448979,CT_enriched,0.0181818181818181,True,330.0,0,16,0.0,4.8857,-2.5572,Dominant,0.222648020864479,0.624980123309662,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,TUBGCP2-201,TUBGCP2,0.4280442804428044,0.7147335423197492,1.3580575625204484e-44,7.885221722384354e-43,True,-0.2866892618769447,CT_enriched,0.0345,True,10000.0,116,228,18.2488,124.9555,-2.7101,Dominant,0.175723551986503,0.733645101544668,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,UBE3B-202,UBE3B,0.7435897435897436,0.0476190476190476,5.1166616841161775e-21,6.205455227864137e-20,True,0.695970695970696,AD_enriched,0.0094905094905094,True,2002.0,116,3,47.0059,35.7351,0.3861,Minor,0.0448204072843338,0.937438202556472,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,UPF2-202,UPF2,0.7276119402985075,0.9875,4.002632383421112e-06,1.212009610234098e-05,True,-0.2598880597014925,CT_enriched,0.0381,True,10000.0,195,79,93.3022,30.9866,1.5598,Dominant,0.0352297808998215,0.961061640129264,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,USB1-201,USB1,0.9381443298969072,0.5887850467289719,3.876787429378787e-09,1.6490547261414345e-08,True,0.3493592831679353,AD_enriched,0.0281385281385281,True,462.0,91,63,19.0951,26.7705,-0.4667,Dominant,-0.0396050032104766,0.971664749972395,flat,DIR,Dominant Isoform Redistribution,,SR
Oligodendrocyte,USB1-219,USB1,0.0,0.2710280373831775,3.876787429378787e-09,1.6490547261414345e-08,True,-0.2710280373831775,CT_enriched,0.0281385281385281,True,462.0,0,29,0.0,9.1812,-3.3478,Minor,-0.0396050032104766,0.971664749972395,flat,MIEr,Minor Isoform Erosion,,SR
Oligodendrocyte,USP1-202,USP1,0.6493055555555556,0.3208955223880597,5.583168779237141e-10,2.577914411486731e-09,True,0.3284100331674959,AD_enriched,0.0136363636363636,True,220.0,187,43,35.6127,18.4096,0.9156,Minor,-0.254229116690933,0.729599735411647,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,USP1-201,USP1,0.3506944444444444,0.6791044776119403,5.583168779237141e-10,2.577914411486731e-09,True,-0.3284100331674958,CT_enriched,0.0136363636363636,True,220.0,101,91,22.424,27.9727,-0.3067,Dominant,-0.254229116690933,0.729599735411647,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,USP11-201,USP11,0.2752293577981651,0.7362637362637363,1.6139390488695996e-14,1.1172499078985529e-13,True,-0.4610343784655712,CT_enriched,0.0023310023310023,True,3003.0,30,134,4.1125,68.2486,-3.7597,Dominant,0.12274989415564,0.871630594500851,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,USP11-206,USP11,0.2477064220183486,0.0439560439560439,1.6139390488695996e-14,1.1172499078985529e-13,True,0.2037503780623047,AD_enriched,0.0186480186480186,True,3003.0,27,8,9.9967,8.9375,0.1461,Minor,0.12274989415564,0.871630594500851,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,UTY-205,UTY,0.01,0.2682926829268293,1.0232671401792343e-06,3.347236525445453e-06,True,-0.2582926829268293,CT_enriched,0.0357142857142857,True,56.0,1,11,0.3331,12.826,-3.3745,Minor,0.124945353133641,0.873284614255059,flat,MIEr,Minor Isoform Erosion,,SR
Oligodendrocyte,VPS13B-219,VPS13B,0.0461538461538461,0.4851485148514851,2.860689595151009e-23,4.126678002942993e-22,True,-0.438994668697639,CT_enriched,0.0201048951048951,True,3432.0,9,49,2.7906,70.1298,-4.23,Dominant,0.124110330149636,0.85495395978418,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,VPS39-205,VPS39,0.0374064837905236,0.5532994923857868,2.1089870626659988e-48,1.5306632665755567e-46,True,-0.5158930085952632,CT_enriched,0.0223776223776223,True,715.0,15,109,4.3978,32.1068,-2.6167,Dominant,0.127733945153866,0.718003992512056,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,VPS39-201,VPS39,0.85785536159601,0.4416243654822335,2.1089870626659988e-48,1.5306632665755567e-46,True,0.4162309961137764,AD_enriched,0.0237762237762237,True,715.0,344,87,100.6134,30.2122,1.7029,Minor,0.127733945153866,0.718003992512056,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,WASHC2A-209,WASHC2A,0.01875,0.2222222222222222,6.801095765191536e-07,2.266218782590723e-06,True,-0.2034722222222222,CT_enriched,0.0495726495726495,True,6435.0,3,18,2.164,21.7938,-2.8488,Minor,0.0085222412330093,0.995432058976201,flat,MIEr,Minor Isoform Erosion,,SR
Oligodendrocyte,WDR47-203,WDR47,0.5844155844155844,0.2,1.891636722986973e-05,5.233265383129535e-05,True,0.3844155844155844,AD_enriched,0.0295260295260295,True,1287.0,45,10,9.1768,2.9968,1.3484,Minor,-0.0176594221152946,0.980697487957192,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,XPNPEP1-213,XPNPEP1,0.3118279569892473,0.0239520958083832,9.851675969525524e-11,4.888999452825434e-10,True,0.2878758611808641,AD_enriched,0.0168997668997669,True,1716.0,29,4,9.7446,6.3023,0.5572,Minor,0.157331579129889,0.792469548308318,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,transcript114140.chr5.nic,XRCC4,0.7368421052631579,0.9620253164556962,0.002788156099506,0.0056529834492385,True,-0.2251832111925383,CT_enriched,0.0238095238095238,True,84.0,28,76,11.7239,23.8089,-0.9633,Dominant,0.226826490150981,0.743316822222095,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,YTHDF2-206,YTHDF2,0.3346814964610718,0.0523255813953488,3.798436709607431e-33,1.0317975740424863e-31,True,0.282355915065723,AD_enriched,0.0384,True,10000.0,331,27,105.4507,18.8256,2.4247,Minor,-0.0637212404283927,0.91987526108049,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,ZBTB20-201,ZBTB20,0.1237756010685663,0.3457446808510638,2.73291365068522e-46,1.7631088760323401e-44,True,-0.2219690797824975,CT_enriched,0.0364,True,10000.0,139,195,54.9647,107.9382,-0.9609,Minor,0.0991408115684435,0.854312675681753,flat,MIEr,Minor Isoform Erosion,,SR
Oligodendrocyte,ZBTB44-201,ZBTB44,0.1304347826086956,0.5892857142857143,3.489846407843102e-15,2.5978103468639763e-14,True,-0.4588509316770187,CT_enriched,0.0357142857142857,True,84.0,21,33,1.6835,10.0768,-2.0454,Dominant,0.0499050993892816,0.93906979613345,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,ZC3H13-206,ZC3H13,0.3569023569023569,0.5598141695702671,2.824641545221347e-16,2.342939281705921e-15,True,-0.2029118126679102,CT_enriched,0.0225,True,10000.0,318,482,165.7182,298.2274,-0.8438,Dominant,0.073938173463993,0.94050026315158,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,ZDHHC20-210,ZDHHC20,0.0,0.5,3.779483195707439e-15,2.808911911049769e-14,True,-0.5,CT_enriched,0.0126262626262626,True,792.0,0,19,0.0,5.5794,-2.718,Dominant,-0.317686110098144,0.65397168141149,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,ZDHHC6-202,ZDHHC6,0.2562814070351759,0.7802197802197802,2.970857853582027e-18,2.8869528723616134e-17,True,-0.5239383731846043,CT_enriched,0.0023310023310023,True,1716.0,51,71,7.3833,38.5932,-2.2397,Dominant,0.0220164677678973,0.985470221407625,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,ZDHHC6-210,ZDHHC6,0.4974874371859296,0.0219780219780219,2.970857853582027e-18,2.8869528723616134e-17,True,0.4755094152079077,AD_enriched,0.0285547785547785,True,1716.0,99,2,14.6292,1.7366,2.5138,Minor,0.0220164677678973,0.985470221407625,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,ZFPL1-215,ZFPL1,0.7064220183486238,0.9538904899135446,9.542730063177246e-16,7.590065264290807e-15,True,-0.2474684715649208,CT_enriched,0.0242257742257742,True,8008.0,154,331,56.5313,163.4174,-1.5149,Dominant,-0.446265898734583,0.699120314791146,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Oligodendrocyte,ZFPL1-201,ZFPL1,0.2522935779816513,0.0461095100864553,9.542730063177246e-16,7.590065264290807e-15,True,0.206184067895196,AD_enriched,0.040084915084915,True,8008.0,55,16,10.7936,5.8968,0.774,Minor,-0.446265898734583,0.699120314791146,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,ZNF131-221,ZNF131,0.2542372881355932,0.0192307692307692,3.65758049677065e-06,1.1147940556102144e-05,True,0.235006518904824,AD_enriched,0.0126262626262626,True,792.0,15,2,4.1953,0.7641,1.5583,Minor,0.0712506532379269,0.899283702631467,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,ZNF160-202,ZNF160,0.8197747183979975,0.0833333333333333,4.074049278569796e-96,2.102662099884077e-93,True,0.7364413850646643,AD_enriched,0.0037962037962037,True,5005.0,655,20,97.8766,17.1321,2.4471,Minor,-0.0380352031387767,0.973035102671041,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Oligodendrocyte,ZNF197-204,ZNF197,0.294478527607362,0.0137931034482758,2.5096483004531328e-12,1.4198923697447992e-11,True,0.2806854241590862,AD_enriched,0.0217560217560217,True,1287.0,48,2,14.7086,1.7366,2.5211,Minor,0.428678512397509,0.392030207227121,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
